Contour,Area,Aspect Ratio,x-centroid,y-centroid,x-size,y-size,Path Length,Normalized Curvature,trainModel (normalized mode 1),trainModel (normalized mode 2),trainModel (normalized mode 3),trainModel (normalized mode 4)
u208,8117.59,1.12094,49.4926,56.6235,112.827,100.654,354.298,122.985,-1.6419,-0.378641,-0.293546,-0.352446
u2080,13645,1.08317,73.0955,74.1574,144.743,133.629,445.807,108.794,0.321373,-0.974481,0.25309,0.309986
u2081,13471.7,1.11561,72.0258,66.4021,141.446,126.788,435.491,102.816,0.281748,-0.789305,-0.102525,-0.0282445
u2082,16736.3,1.27325,77.8684,85.1118,172.527,135.502,497.594,77.3265,1.46602,0.585421,-0.978502,-0.15302
u2083,15223.3,1.06698,69.654,74.3799,144.223,135.169,454.847,89.9568,0.795328,-1.13915,0.235283,-0.136967
u2084,16207.9,1.1647,83.9003,72.83,164.379,141.134,488.529,77.6413,1.1882,-0.262731,0.612366,1.14987
u2085,12400.5,1.34516,80.8457,64.8538,160.356,119.21,477.884,101.629,0.169095,2.20263,0.282222,-1.2752
u2086,12089.4,1.08813,62.7434,71.7882,146.506,134.64,477.674,114.949,-0.153291,-0.259602,0.992861,2.67739
u2087,10799,1.22873,66.8375,60.9911,136.517,111.104,412.02,106.616,-0.551852,-0.103316,-0.44501,-0.0135615
u2088,12520.9,1.28752,65.6763,68.1863,150.012,116.513,444.024,144.629,0.109144,0.402788,-0.510366,0.471765
u2089,16939.3,1.27847,73.5167,99.9961,189.741,148.413,687.218,138.511,1.59927,0.674058,0.371461,1.61782
u209,14159.3,2.08493,107.822,83.7218,217.386,104.265,584.697,141.997,1.14755,2.74984,-3.81508,4.01857
u2090,10647.2,1.12912,64.5356,59.046,130.355,115.448,394.841,143.225,-0.646179,-0.274818,-0.0550913,0.191709
u2091,10689.3,1.03548,58.1883,59.8378,122.916,118.704,391.843,91.9924,-0.687329,-0.883859,0.0180465,-0.0279368
u2092,14716.4,1.05187,74.0349,73.4181,143.659,136.575,460.114,107.58,0.658721,-0.921767,0.428878,0.0935779
u2093,11716.8,1.19198,58.7616,69.0559,137.382,115.255,404.629,80.5307,-0.249358,-0.267608,-0.67141,0.0494752
u2094,12763.2,1.20254,83.5224,58.9494,157.535,131.002,522.104,155.808,0.244025,1.59901,0.702967,3.84126
u2095,12779.3,1.22988,76.1426,59.9883,150.309,122.215,438.106,89.8755,0.139997,-0.0140226,-0.70638,0.418924
u2096,15686.3,0.879176,76.421,72.1193,143.507,163.229,539.936,89.144,1.01989,-0.475354,2.43624,-0.33551
u2097,6391.07,1.29523,52.8159,45.4995,105.074,81.1233,318.526,165.904,-2.30243,0.502609,-0.889814,0.357738
u2098,9432.84,1.18416,61.4621,51.3823,122.886,103.775,368.74,133.613,-1.09105,-0.155751,-0.424434,-0.225101
u2099,11628.7,1.21126,66.2256,74.9238,138.63,114.451,440.354,108.423,-0.289548,-0.517543,-0.580449,-0.172093
u21,14142.9,1.05459,75.3121,70.4189,147.998,140.337,448.163,88.2953,0.47996,-0.839157,0.680617,0.294982
u210,9678.4,1.04235,57.8015,55.9645,116.261,111.537,364.68,93.7262,-1.0727,-0.918727,0.0573324,0.305162
u2100,9557.35,1.02013,60.2991,57.6479,116.427,114.13,378.268,150.79,-1.0996,-0.677735,0.171855,0.710639
u2101,15564.3,1.22964,67.7808,79.7166,159.29,129.542,470.887,89.2643,1.00969,-0.123255,-0.532121,-0.443337
u2102,15202.1,1.07885,74.8954,79.7309,154.25,142.977,467.515,84.2315,0.808448,-0.849942,0.447384,-0.196981
u2103,9457.48,1.2299,56.1791,61.9603,124.095,100.899,377.743,170.075,-1.05378,-0.0240633,-0.860681,0.169135
u2104,19465.9,1.10142,80.2523,84.1935,168.651,153.122,513.908,75.7966,2.00256,-1.3636,-0.0431988,0.248874
u2105,14602.5,1.13554,69.4857,69.2377,146.667,129.161,444.461,86.2981,0.632783,-0.820497,-0.329696,-0.345722
u2106,13427.9,1.18443,69.2398,78.6569,153.366,129.484,453.026,85.366,0.426625,0.639742,0.31698,-0.280724
u2107,16973.4,1.06513,78.9144,77.0511,154.296,144.861,485.297,90.0917,1.31194,-1.20574,0.316673,-0.00473858
u2108,9863.59,1.35965,58.4597,66.6132,135.666,99.7802,394.135,135.666,-0.826871,0.624283,-1.06096,-0.229447
u2109,18284.6,1.14122,78.8803,76.4443,170.434,149.344,512.65,103.974,1.73903,-0.698703,0.0503015,-0.434318
u211,10553.9,1.26945,55.0011,67.3644,133.344,105.041,395.336,116.723,-0.632299,0.0219261,-0.773036,-0.0456209
u2110,15752.5,1.11956,76.0849,77.3904,157.066,140.292,478.678,79.6559,1.03589,-0.387837,0.696629,0.307465
u2111,11508,1.21913,66.8139,60.3992,136.477,111.946,408.426,120.203,-0.33791,-0.319622,-0.722094,0.0858662
u2112,18197,1.06824,79.5626,76.4121,159.78,149.573,518.858,89.6435,1.67505,-0.775236,1.17909,0.0864061
u2113,10228.6,1.06214,58.8237,62.2687,119.237,112.261,388.989,163.625,-0.84358,-0.694354,-0.0197006,0.272304
u2114,4455.05,1.19321,39.8239,37.6251,85.9495,72.0321,266.89,162.843,-3.35762,0.160528,-0.589984,0.30573
u2115,11603.2,1.16875,68.3843,63.6479,132.214,113.125,418.172,162.691,-0.313862,-0.471063,-0.350738,0.562212
u2116,11391.6,1.23496,71.3898,56.1943,136.576,110.592,409.556,136.639,-0.33645,-0.0591879,-0.604631,-0.0245876
u2117,13191.3,1.06987,65.5983,72.899,139.921,130.783,436.259,98.0812,0.190947,-0.760647,0.202621,0.0626177
u2118,8392.01,1.27419,49.6863,57.9267,121.258,95.1646,373.928,120.416,-1.52255,0.592098,0.133023,-0.512408
u2119,12080.4,1.04094,65.1995,62.4386,128.308,123.262,411.587,125.7,-0.214671,-1.03547,0.132161,0.178958
u212,12415.6,1.2213,68.993,65.0978,139.666,114.359,428.505,137.685,-0.0248793,-0.401075,-0.627637,0.099962
u2120,14106.6,1.24613,76.0067,62.0379,151.213,121.347,460.854,118.904,0.566117,-0.0434507,-0.933306,-0.63713
u2121,10720,1.22293,57.9404,61.0752,133.745,109.365,395.359,114.688,-0.603665,-0.0790879,-0.264231,0.326172
u2122,11945.9,1.09743,69.8719,67.0821,141.426,128.87,461.153,145.269,-0.184676,-0.305688,0.0720551,1.75362
u2123,14953.1,1.27238,106.907,79.313,179.22,140.854,597.477,96.327,0.633775,0.788615,0.685708,6.96849
u2124,13469.4,1.06394,69.5816,66.125,137.761,129.482,427.157,81.876,0.251581,-1.0146,0.311225,-0.00953973
u2125,9499.72,1.05351,56.2934,55.6133,115.141,109.292,374.769,92.2048,-1.11791,-0.529519,0.199343,-0.0609359
u2126,14657.3,1.04392,69.8659,69.2506,145.047,138.944,460.061,132.62,0.610791,-1.25935,0.462666,-0.182563
u2127,10334,1.31913,66.8283,59.678,130.817,99.1694,390.325,98.5701,-0.691053,0.292304,-1.06502,-0.349858
u2128,12614,1.11827,67.4385,63.4445,137.593,123.041,422.784,107.472,-0.00935953,-0.785471,-0.0488825,-0.0728926
u2129,11507.7,1.1932,59.558,71.5338,137.203,114.987,410.139,115.714,-0.332265,-0.303623,-0.131975,0.99652
u213,15729.3,1.33828,71.7121,76.7895,167.58,125.22,467.822,80.4229,1.0961,0.0714079,-1.30368,-0.633315
u2130,7838,1.25995,56.5034,50.1176,113.473,90.0611,342.821,144.87,-1.7183,0.172713,-0.338727,0.613018
u2131,13124.7,1.07154,68.2557,68.2775,137.105,127.951,436.483,109.954,0.166864,-0.741896,0.0983992,0.433566
u2132,13949.9,1.21734,74.3803,67.0237,156.874,128.867,456.951,88.6484,0.569911,0.421254,0.0397739,-0.290505
u2133,11166.2,1.01075,61.2625,63.0422,122.495,121.192,393.558,114.182,-0.545384,-1.09965,0.481328,-0.0594172
u2134,13261.9,1.14581,68.2005,65.787,138.314,120.713,432.86,97.0227,0.226211,-0.602611,-0.2922,0.0443365
u2135,11462.2,1.17161,64.8747,66.2158,129.9,110.873,403.906,101.129,-0.371839,-0.481674,-0.36652,-0.748726
u2136,12064.7,1.04359,65.5348,66.7002,132.987,127.433,437.378,110.565,-0.196307,-0.677326,0.402434,-0.590565
u2137,12645,1.2963,88.4214,76.5134,162.017,124.984,541.308,122.03,0.265753,2.31095,1.25132,1.61665
u2138,13687,1.57694,69.1088,82.9782,176.082,111.66,489.294,118.287,0.7017,2.11483,-0.660535,1.30684
u2139,13182.8,1.24515,56.5925,77.4685,156.82,125.945,470.358,129.877,0.358685,0.545748,0.369105,1.02294
u214,16665.9,1.3137,82.9782,72.0462,167.274,127.331,490.452,101.756,1.35583,-0.135425,-1.14109,-0.111694
u2140,12813.2,1.10159,67.7557,67.462,136.061,123.513,425.603,76.2632,0.0614747,-0.772414,-0.180802,0.33785
u2141,13512.8,1.21876,71.0404,65.7941,147.061,120.665,433.675,95.5222,0.338566,-0.404406,-0.774507,-0.189804
u2142,15848.5,1.0439,78.2046,78.1329,149.95,143.644,488.242,99.0271,1.01828,-0.92781,0.862094,0.972011
u2143,14642.2,1.35441,56.8792,83.0281,164.516,121.467,463.886,97.9799,0.811254,0.468624,-1.1518,0.101274
u2144,10124.2,1.30004,72.6966,52.8761,134.359,103.35,389.742,121.725,-0.740788,0.582327,-0.556028,-0.0589428
u2145,13276,1.3443,77.6342,61.8394,153.616,114.272,439.703,105.077,0.331794,0.229606,-1.33521,-0.38176
u2146,8930.27,1.27637,52.3381,60.5113,120.224,94.1921,358.166,117.826,-1.27378,0.166836,-0.514404,-0.249374
u2147,17058.5,1.24237,73.0074,76.9951,172.309,138.694,540.425,92.0521,1.51512,0.704161,0.638799,0.912074
u2148,11660.3,1.01898,67.2524,61.3948,129.184,126.778,423.821,134.843,-0.340409,-0.916706,0.318825,-1.08216
u2149,18802,1.50913,88.8164,81.4132,216.768,143.638,658.01,187.018,2.39712,2.33211,-2.08001,1.85941
u215,14008.7,1.04107,73.7937,70.7021,138.096,132.649,446.257,116.758,0.414384,-1.11298,0.340056,-0.114111
u2150,16174.3,1.14548,79.5966,70.1559,161.632,141.104,480.649,82.48,1.12538,-0.834896,-0.235664,1.37147
u2151,18179.1,0.982298,78.9134,77.4224,155.362,158.162,518.008,132.693,1.61728,-1.6313,0.422425,-0.0774682
u2152,13981.1,1.43043,95.7758,70.8055,186.611,130.458,607.81,123.206,0.82559,2.52375,-0.414964,2.64119
u2153,12461.7,1.0575,71.5162,64.897,135.796,128.412,422.344,124.067,-0.0792117,-0.978401,0.182348,-0.393039
u2154,10663.9,1.24666,62.9945,60.7377,129.666,104.011,393.558,112.83,-0.613846,-0.0889898,-0.805466,-0.600394
u2155,10540,1.0243,60.5698,63.1164,117.823,115.027,391.938,130.37,-0.735587,-0.764821,0.253403,-0.0857548
u2156,13129.2,1.48191,81.3357,61.718,174.419,117.699,578.262,190.121,0.513,1.72678,-1.25617,-0.605299
u2157,11440,1.16304,60.0423,67.8267,134.386,115.548,405.538,123.115,-0.36899,-0.398538,-0.150013,0.0744025
u2158,11661.9,1.11218,66.9001,68.6279,146.609,131.822,464.597,140.085,-0.312065,-0.464169,0.560477,-1.12183
u2159,12075.2,1.37848,60.7279,82.8724,152.827,110.867,432.272,107.228,0.00211712,0.705684,-0.795071,-0.13895
u216,12528.5,1.23272,67.5016,61.2161,142.771,115.818,429.336,131.359,0.0358247,-0.212305,-0.732167,-0.0904954
u2160,13216,0.994203,69.4478,67.5399,130.394,131.154,432.391,104.347,0.151854,-1.17157,0.488077,0.576059
u2161,13066.8,1.2024,58.1956,70.0831,142.243,118.3,426.649,76.9556,0.203021,-0.295299,-0.312891,0.928554
u2162,8425.1,1.08734,55.5173,55.6641,112.378,103.351,361.906,95.3116,-1.5015,-0.310131,-0.277237,0.91433
u2163,13605.8,1.0922,68.2492,71.0959,136.547,125.02,433.694,100.975,0.319803,-0.870914,-0.141122,-0.301811
u2164,14686.3,1.48199,79.5705,64.7888,165.93,111.965,464.072,75.5466,0.873493,0.753084,-1.81816,-0.0601999
u2165,19730.9,1.13783,87.9676,87.5172,178.093,156.52,561.043,99.1053,2.0689,0.419069,2.2506,-1.79893
u2166,12064.4,1.30586,58.7085,76.4371,167.152,128.001,469.794,76.563,0.131165,1.12035,-0.106176,3.29105
u2167,15474.5,1.207,69.049,74.7287,154.971,128.394,463.382,108.03,0.931682,-0.492319,-0.481272,-0.254188
u2168,9127.56,1.18788,57.3297,54.9829,121.333,102.143,356.536,91.7644,-1.22618,-0.319336,-0.442522,0.0234228
u2169,11522.3,1.10501,64.4879,60.6966,131.024,118.573,407.759,129.461,-0.370442,-0.650515,-0.150065,-0.112058
u217,12768.8,1.30339,73.3248,89.5685,163.389,125.357,605.87,195.187,-0.0864452,2.58886,1.07185,0.911512
u2170,14099,1.4154,95.5555,59.9383,176.489,124.692,504.521,95.9698,0.767554,1.84941,0.740285,1.95227
u2171,14369.3,1.06699,75.0741,75.369,147.91,138.623,469.97,99.591,0.570153,-0.796416,0.223577,0.217328
u2172,16387.3,1.14266,82.956,66.6866,164.023,143.545,524.211,121.718,1.24088,-0.0321301,0.878163,1.29495
u2173,12113.5,1.13471,64.2467,64.323,137.813,121.452,417.263,114.165,-0.135567,-0.391088,-0.152198,0.185323
u2174,14522.3,1.19684,73.3277,70.5586,152.394,127.331,461.541,139.168,0.65558,-0.442183,-0.598192,-0.017366
u2175,12536,1.20711,66.9933,61.516,142.363,117.937,423.512,121.901,0.0152835,-0.293708,-0.492864,-0.119395
u2176,14750,1.02167,69.4757,73.2485,141.584,138.582,450.179,73.4846,0.64075,-1.24378,0.540731,0.278789
u2177,16014.7,1.0823,71.9229,75.4398,150.755,139.291,467.186,96.6273,1.05087,-1.00485,-0.0221785,-0.206593
u2178,13864.2,1.08217,67.2692,70.2715,142.568,131.744,440.547,78.548,0.419212,-0.511725,0.378084,-0.0678815
u2179,10055.7,1.14458,57.0319,63.243,124.731,108.975,385.671,151.693,-0.879329,-0.385239,-0.45089,-0.0590149
u218,15588.5,1.11915,76.8986,72.9372,153.197,136.887,465.381,94.5444,0.956195,-0.682289,-0.213322,0.270287
u2180,12723.9,1.23324,64.1339,78.5281,145.207,117.745,426.655,103.833,0.118742,0.0134581,-0.323926,0.197614
u2181,13758.5,1.07004,70.5323,67.1586,142.763,133.418,461.655,138.019,0.343027,-1.00722,0.175452,-0.0295999
u2182,7756.61,1.17671,46.7058,53.7168,110.775,94.1396,326.779,74.2828,-1.77821,-0.17097,-0.497788,0.111528
u2183,13208.9,1.364,77.5977,58.5676,155.531,114.025,436.206,104.176,0.325335,0.262438,-1.33618,-0.421286
u2184,9114.86,1.24272,52.3654,62.1518,122.186,98.322,366.196,122.504,-1.18229,0.0590089,-0.957767,0.226665
u2185,13675.4,1.23472,70.348,63.8968,150.713,122.062,462.04,112.512,0.441751,0.301264,0.31751,0.237511
u2186,15177,1.02961,74.027,73.6159,143.318,139.196,458.887,89.8456,0.764015,-1.34585,0.523107,0.289
u2187,14211.1,1.12584,75.1505,70.3812,146.085,129.757,455.867,111.759,0.529675,-0.623172,0.401895,0.298572
u2188,8957.4,1.20691,57.5367,64.6916,129.649,107.422,383.982,115.878,-1.25555,0.0286808,-0.679712,1.8145
u2189,8036.24,1.38796,46.5548,66.1566,126.972,91.481,357.383,142.002,-1.54046,0.675784,-0.941535,-0.092849
u219,10584.7,1.18105,61.9334,64.4026,139.509,118.123,423.643,124.375,-0.563911,0.429895,0.209603,0.608528
u2190,15341.4,1.24709,85.2979,73.4744,164.618,132.002,467.524,73.2489,0.956057,-0.19321,-0.313307,1.24566
u2191,15556.7,1.1579,68.1001,76.3215,153.562,132.622,459.603,66.139,0.956746,-0.626459,-0.53923,-0.445193
u2192,18099.1,1.02491,74.4722,80.2321,156.962,153.146,504.929,75.0843,1.60466,-1.55247,0.46151,-0.616731
u2193,10922.3,1.08025,66.2101,61.7418,124.348,115.11,404.423,143.142,-0.587144,-0.731087,-0.0129273,-0.276784
u2194,17110,1.05526,79.95,75.8103,154.102,146.033,488.664,103.779,1.34606,-1.28606,0.1064,0.0736646
u2195,11908.8,1.17301,81.1657,66.4431,151.8,129.41,472.486,120.377,-0.187864,0.3777,0.435191,-1.44253
u2196,12635.3,1.03941,66.1089,69.2569,131.925,126.923,424.441,99.055,-0.033339,-1.1507,0.286311,-0.110168
u2197,10340.7,1.23114,63.7148,53.3568,127.428,103.504,386.85,111.569,-0.734421,-0.133468,-0.644684,-0.0633611
u2198,8690.2,0.998659,56.6681,55.0148,107.267,107.411,357.557,146.63,-1.45895,-0.794282,0.39179,0.079543
u2199,10762.4,1.29567,70.3577,57.2493,139.68,107.805,397.959,78.946,-0.554821,0.073078,-0.772204,1.0994
u22,16739.9,1.13875,80.7931,72.0522,159.161,139.769,488.492,98.3848,1.28417,-0.866977,-0.134461,-0.166507
u220,6821.82,1.13081,52.8909,49.2256,102.951,91.0419,326.502,124.867,-2.12123,0.534473,0.172419,-0.226085
u2200,15028.2,1.18688,72.1341,70.4102,155.658,131.149,475.781,110.011,0.815153,-0.495297,-0.134907,0.256324
u2201,8145.42,1.23537,52.7643,56.6307,113.279,91.6966,339.46,95.3881,-1.59887,-0.0114687,-0.699614,-0.220865
u2202,14938.1,1.04551,70.0284,73.7257,144.71,138.411,451.912,77.75,0.703035,-1.19451,0.224851,-0.043684
u2203,9781,1.07267,57.6235,58.9682,119.538,111.44,382.445,165.772,-1.01383,-0.691992,-0.0744675,0.0320067
u2204,13993.5,1.17005,69.9031,66.9626,144.355,123.375,437.843,75.6684,0.470657,-0.590342,-0.498656,0.0102597
u2205,8527.79,1.07472,56.9501,59.026,109.731,102.101,360.349,145.826,-1.49293,-0.430234,0.154924,-0.310737
u2206,10190.9,1.06664,59.02,63.1694,121.415,113.829,388.112,148.897,-0.8507,-0.61527,-0.127988,0.414049
u2207,15654.2,1.05729,74.2238,67.7397,146.118,138.201,457.426,59.6273,0.928301,-1.12157,0.254274,-0.249068
u2208,10592,1.04794,69.3649,69.4718,123.657,118,397.825,98.0932,-0.661935,-0.240964,0.693338,-0.498916
u2209,11752.9,1.05613,62.2491,67.428,129.662,122.771,407.075,122.321,-0.319073,-0.863399,0.375292,-0.0981196
u221,9596.05,1.17811,55.892,63.5009,124.848,105.973,368.725,84.0889,-1.02293,-0.168567,-0.571283,0.299789
u2210,11878.8,1.81322,56.9752,86.8162,185.358,102.226,497.74,81.0895,0.377393,3.22986,-2.45402,-2.05422
u2211,12654,1.30255,67.41,68.8569,147.649,113.353,436.172,137.31,0.130677,0.380832,-0.960888,-0.736019
u2212,12381.5,1.20948,62.4616,73.4201,145.454,120.261,436.121,102.271,0.026671,0.140951,-0.378188,-0.575443
u2213,10384.5,1.07621,57.0667,62.8186,121.802,113.177,386.215,123.217,-0.789942,-0.741063,-0.108363,0.200107
u2214,14695,1.56676,77.6951,69.2319,173.559,110.776,470.318,111.066,0.923533,1.12081,-1.95282,-0.176966
u2215,11102.5,1.18167,58.5277,65.8157,132.475,112.108,398.132,118.839,-0.495787,-0.384449,-0.325012,-0.822327
u2216,16155.4,1.03394,70.1942,77.1593,147.164,142.334,488.691,126.134,1.06426,-1.15833,0.818246,-0.0138977
u2217,12317.8,1.13355,65.134,74.6828,142.31,125.543,450.649,139.063,-0.0104486,0.685988,0.802535,-1.08506
u2218,18791.5,1.2641,91.2281,92.2465,191.148,151.213,568.451,80.9259,2.0808,1.08873,0.840689,2.60935
u2219,16782.2,1.70003,98.1673,55.9224,193.851,114.028,510.759,80.556,1.65057,1.42218,-3.12628,-0.334768
u222,10042.3,1.37129,62.9196,85.6722,161.539,117.801,512.635,118.292,-0.288328,3.42816,-0.386223,1.15501
u2220,16303.5,1.59776,63.7051,105.232,210.058,131.47,636.341,186.026,1.52258,3.65643,-0.615029,1.42677
u2221,9884.4,1.03709,57.3139,62.275,118.537,114.298,380.833,141.226,-0.989913,-0.835156,0.15317,0.103001
u2222,8436.89,1.08196,56.0643,58.8139,106.286,98.2341,358.354,77.4027,-1.51595,-0.331423,0.0391824,-0.311809
u2223,19519,1.11401,77.1676,84.4141,169.419,152.08,516.075,82.9924,2.03637,-1.02243,0.090825,-0.782227
u2224,11580.6,1.20582,65.1,66.3707,138.296,114.69,413.372,124.695,-0.292713,-0.181299,-0.418612,-0.217286
u2225,8816.27,1.0712,60.3784,55.5628,112.624,105.138,364.139,135.332,-1.3465,-0.137291,0.217848,-0.366676
u2226,13511.8,1.03494,66.1339,66.6435,133.868,129.349,428.234,98.941,0.244659,-1.27103,0.202312,0.0136436
u2227,13180.7,1.08112,62.0052,69.4587,137.437,127.124,423.742,97.8522,0.173198,-0.930331,-0.22433,0.0819661
u2228,12041.5,1.22587,74.2197,64.8234,145.719,118.87,430.43,80.5315,-0.106723,-0.0909935,-0.925067,-0.109332
u2229,13113.7,1.25903,75.0583,59.2648,154.477,122.695,444.536,87.2389,0.315157,0.360131,-0.492652,1.00307
u223,10970.6,1.0423,61.3876,62.2941,122.188,117.229,390.64,102.707,-0.594539,-0.957517,0.171241,0.0657968
u2230,14108.5,1.07615,72.4857,67.3531,141.451,131.442,440.44,80.083,0.46326,-0.944663,0.086854,-0.163686
u2231,13798.6,1.10738,65.6884,70.8605,142.708,128.87,448.953,130.605,0.373551,-0.927729,-0.158228,-0.299622
u2232,11745.4,1.09917,63.7824,60.864,131.048,119.225,406.87,119.999,-0.297448,-0.668391,0.0197321,-0.00618012
u2233,16029.9,1.88668,103.84,75.6923,221.028,117.152,676.467,121.882,1.6975,4.40251,-2.02297,-0.608095
u2234,11534.7,1.16692,66.2226,66.5056,130.881,112.159,416.213,98.7674,-0.338535,-0.508167,-0.537666,-0.38706
u2235,9810.33,1.15261,61.0511,53.9259,121.292,105.232,379.944,158.664,-0.975981,-0.424998,-0.409351,-0.313373
u2236,17918.1,1.39118,72.1161,94.9118,190.452,136.899,550.96,110.231,1.90707,1.63278,-0.254904,1.48395
u2237,14100,1.12389,72.1088,67.0531,144.274,128.37,446.782,102.501,0.49685,-0.572857,-0.180453,-0.524621
u2238,10464.2,1.33623,60.0346,65.1423,136.045,101.813,393.072,123.395,-0.629777,0.411035,-1.05126,-0.257697
u2239,9993.89,1.07491,59.7875,57.3166,118.208,109.971,384.614,125.027,-0.941329,-0.64473,0.0470899,-0.285262
u224,11807.8,1.14896,67.5835,60.9379,133.832,116.482,407.694,125.477,-0.25721,-0.559726,-0.334331,-0.00898262
u2240,13494.8,1.02985,68.2138,64.568,136.81,132.845,431.163,89.5699,0.253167,-1.06521,0.579615,0.583004
u2241,13813.8,1.16909,62.5067,72.0497,143.01,122.326,443.361,121.141,0.43425,-0.37488,-0.428864,-0.0948528
u2242,13873.3,1.27102,69.0698,66.4442,150.091,118.087,444.329,94.4192,0.487703,-0.187009,-0.980905,0.0349285
u2243,14905.5,1.21389,74.8487,69.4039,153.25,126.246,458.905,85.6809,0.805685,-0.0506388,-0.429723,-0.595244
u2244,11277.7,1.11807,60.2433,65.0577,130.894,117.071,405.393,106.038,-0.44757,-0.533485,0.0662215,0.058525
u2245,12827,1.01938,66.9101,69.4511,130.624,128.141,425.519,111.193,0.026612,-1.17582,0.492941,0.365356
u2246,10374.5,1.10154,55.7233,61.5862,123.162,111.809,378.149,95.4484,-0.779673,-0.583011,-0.169008,0.269027
u2247,11986.7,0.992898,64.8676,64.1333,127.023,127.931,412.675,131.15,-0.246839,-1.03992,0.306017,0.624469
u2248,15078.3,1.08876,77.2093,70.0087,149.479,137.293,470.995,118.83,0.774824,-0.827073,0.38429,0.0636247
u2249,12772.5,1.01357,63.0863,67.3899,133.515,131.728,441.196,145.481,0.0256416,-1.00568,0.289695,-0.293559
u225,20079.8,1.11121,81.3814,86.058,168.45,151.591,526.001,67.5648,2.17456,-1.17594,-0.0287851,-0.48203
u2250,8090.85,1.11329,56.0512,50.449,109.257,98.1387,349.871,107.092,-1.6595,-0.406004,-0.245855,0.229983
u2251,14078.3,1.22793,71.7382,69.5879,150.508,122.571,460.662,96.5087,0.537592,-0.291469,-0.750244,-0.0978821
u2252,11403.5,0.99469,68.0597,65.1037,122.294,122.947,407.895,142.509,-0.447603,-1.02656,0.353022,0.00791451
u2253,11488.9,1.19431,60.3639,69.1191,136.56,114.342,406.381,127.151,-0.35341,-0.42549,-0.6451,0.164749
u2254,13592.7,1.15263,69.8321,66.278,147.587,128.044,451.144,99.8251,0.314206,-0.78496,-0.247949,-0.656906
u2255,17233.6,1.66631,86.7523,77.1772,195.468,117.306,521.744,79.0778,1.81223,1.59239,-3.05749,-0.697904
u2256,10291.3,1.01564,60.7408,56.7632,122.775,120.885,397.436,103.358,-0.812906,-0.230318,1.20309,-0.559121
u2257,14011.7,1.03965,72.1975,70.8063,137.627,132.378,442.823,127.441,0.41643,-1.15158,0.0810604,-0.0131838
u2258,12392.1,1.07358,62.8298,68.7642,133.387,124.245,412.518,98.5958,-0.0982763,-0.913535,0.0968372,-0.0237899
u2259,10601.1,1.34507,56.9658,79.2237,144.402,107.357,407.334,100.904,-0.468998,1.21252,-0.785507,-0.386916
u226,14107.7,1.07058,72.0142,64.7468,140.168,130.928,458.624,138.56,0.458711,-0.989552,0.272477,-0.401552
u2260,17454.6,1.16565,74.7243,79.2629,161.35,138.421,487.118,64.2632,1.50097,-0.753303,-0.437419,-0.305805
u2261,11148.6,1.16173,64.32,57.8728,133.084,114.557,399.73,126.104,-0.475259,-0.392011,-0.311808,0.0432564
u2262,12981.9,1.2314,75.0452,57.6026,148.197,120.349,463.833,78.3297,0.266718,0.853961,0.345038,-0.264418
u2263,9425.69,1.14784,54.0569,62.5023,120.229,104.743,368.935,146.588,-1.12647,-0.45557,-0.346052,-0.0237802
u2264,14313.2,1.04201,70.9993,67.3927,139.835,134.198,441.941,97.7884,0.501947,-1.2866,0.110278,0.131093
u2265,11888.8,1.13793,65.2405,62.3504,134.388,118.098,411.314,80.2762,-0.241866,-0.479301,0.0795883,-0.744148
u2266,11636,1.04243,63.8022,66.9894,126.374,121.23,431.718,158.298,-0.318977,-0.592858,0.404103,-0.67945
u2267,8776.66,1.05986,57.8948,54.2193,110.181,103.958,358.469,136.202,-1.38774,-0.470717,0.00109171,0.186809
u2268,13330.9,1.2831,72.9853,63.8006,149.95,116.865,444.928,125.719,0.298302,-0.257665,-0.809779,-0.507704
u2269,16858.9,1.12047,71.3078,79.862,155.525,138.804,486.13,129.195,1.31914,-0.847258,-0.229361,-0.8652
u227,7087.18,1.09246,52.7791,46.9187,106.46,97.4498,354.166,168.162,-2.05578,-0.0422374,-0.0713721,-0.483875
u2270,18067.8,1.14061,72.6724,85.7664,165.526,145.121,511.464,79.8708,1.68649,-0.495956,0.43318,0.620586
u2271,14108.9,1.21479,76.1288,73.0044,150.054,123.522,453.417,115.791,0.55113,-0.242466,-0.30863,0.332061
u2272,10574,1.16476,66.7681,61.3009,127.3,109.293,395.611,127.769,-0.680285,-0.387986,-0.325997,-0.189805
u2273,14142.1,1.11396,72.5151,65.1082,145.1,130.255,445.629,117.89,0.483815,-0.826556,-0.0739352,-0.594865
u2274,11132.9,1.56666,75.5627,55.7235,151.479,96.689,428.888,149.031,-0.277253,1.15732,-1.63467,-0.380776
u2275,14339.7,1.18123,69.9152,71.3287,146.691,124.186,443.236,88.1169,0.581071,-0.528587,-0.445866,0.0132842
u2276,10523.7,1.05037,62.6943,60.7984,118.205,112.537,385.304,130.057,-0.746344,-0.789818,0.209129,-0.114796
u2277,16230.8,1.77689,109.958,65.9344,224.598,126.4,643.54,103.235,1.76889,4.64959,-0.631187,1.52914
u2278,9248.5,1.19919,51.0399,61.9374,123.529,103.01,368.107,133.52,-1.15377,-0.0917728,-0.658082,-0.377729
u2279,12253.8,1.11469,61.3339,67.8291,134.564,120.718,412.428,113.856,-0.118849,-0.715448,-0.30022,0.147537
