Contour,Area,Aspect Ratio,x-centroid,y-centroid,x-size,y-size,Path Length,Normalized Curvature,trainModel (normalized mode 1),trainModel (normalized mode 2),trainModel (normalized mode 3),trainModel (normalized mode 4)
p10925,17164.1,1.09089,79.3711,77.9959,160.766,147.371,503.552,107.568,1.41955,-0.739214,0.485845,0.356605
p10926,8188.56,1.09674,48.2487,53.1048,109.906,100.211,342.637,103.008,-1.63136,-0.517938,0.0189576,0.140215
p10927,12296.4,1.11574,65.8945,61.1856,132.554,118.804,429.508,103.509,-0.0994156,-0.666937,0.306928,0.087265
p10928,11820.7,1.97119,49.5518,104.206,184.96,93.8314,525.5,126.086,-0.0534123,3.57562,-0.0678864,-0.570476
p10929,11658.4,1.19735,57.5349,66.0704,138.005,115.259,417.573,142.711,-0.264027,-0.179564,-0.445669,-0.345477
p1093,14270.6,0.98988,69.1085,70.428,137.621,139.028,468.891,113.407,0.513713,-1.04463,0.418286,-0.109773
p10930,15009.9,2.17426,79.0736,88.1835,206.925,95.1701,530.155,117.168,1.36663,2.94244,-4.11384,-1.02245
p10931,11030.8,1.05132,61.9522,62.0465,124.178,118.116,406.442,130.068,-0.548881,-0.574268,0.534898,0.92879
p10932,13757,1.16612,65.9465,67.4064,152.906,131.124,470.7,102.454,0.488183,0.167125,-0.221118,0.234015
p10933,11537.6,1.28388,69.6248,59.7664,141.033,109.849,419.788,105.299,-0.245114,0.228065,-1.01143,-0.356532
p10934,14722.7,1.22587,81.9542,68.3286,158.366,129.187,476.141,98.5752,0.745655,-0.154325,-0.704347,-0.502721
p10935,15409.6,1.80504,76.1181,86.3791,189.774,105.136,495.111,81.2596,1.37254,2.39079,-2.90952,-0.589458
p10936,15770.3,1.24039,70.2165,86.8974,164.012,132.226,487.165,114.211,1.08501,-0.245498,-0.628919,0.685422
p10937,10315.1,1.09041,62.2069,50.1695,127.711,117.121,412.328,128.971,-0.816651,0.187085,0.764714,-0.683237
p10938,12586.5,1.08685,69.7859,64.865,135.027,124.237,430.142,112.283,-0.0223395,-0.860281,0.0803049,0.312098
p10939,11560.2,1.02331,62.6226,63.3104,124.071,121.244,405.436,94.1633,-0.388503,-0.909402,0.430818,0.522602
p1094,11847.7,1.2503,61.1319,77.56,149.696,119.729,421.989,105.757,-0.141206,0.128287,-0.508442,0.313883
p10940,13923.4,1.25367,73.322,73.5518,157.943,125.985,462.563,105.708,0.530291,0.319293,-0.110973,0.199836
p10941,16231,1.2496,88.4249,78.5755,178.342,142.72,593.926,87.5309,1.08736,1.47601,1.12813,-0.234753
p10942,17898.2,1.14723,94.1666,74.1374,188.993,164.739,659.766,136.574,1.79659,0.860262,-0.452252,1.32347
p10943,10421,1.37874,63.9156,63.6657,141.82,102.862,406.301,105.063,-0.5429,1.16272,-0.964574,0.366166
p10944,12654.6,1.26258,75.4801,60.214,152.97,121.157,438.002,94.1122,0.143725,0.439651,-0.47776,-0.0653411
p10945,7483.99,1.13761,54.4012,51.7815,105.627,92.8501,346.628,139.64,-1.91744,-0.192895,-0.0136802,1.1344
p10946,8473.65,1.78757,70.5331,51.0193,142.543,79.7411,387.164,147.326,-1.15178,2.08145,-1.79831,0.152189
p10947,14819.9,1.10862,73.9864,72.4384,147.491,133.04,457.097,90.2671,0.721179,-0.666231,0.485717,0.486306
p10948,11526.9,1.08389,65.5797,75.5071,139.218,128.442,455.088,190.107,-0.333156,-0.237119,1.11647,0.0229968
p10949,11746.5,1.02732,68.0391,62.3675,128.274,124.863,421.708,156.261,-0.325876,-0.774241,0.653317,-0.247845
p1095,6390.08,1.37494,55.5101,51.7709,123.809,90.047,380.103,247.666,-2.20787,2.2522,1.5049,-1.17965
p10950,10569,1.07725,62.7905,59.3042,125.482,116.483,396.213,100.575,-0.736156,-0.797594,0.140631,0.153904
p10951,14839.8,1.05357,80.7511,69.1688,147.306,139.816,507.77,121.048,0.633815,-0.526991,1.43163,0.558196
p10952,15510.7,0.996229,80.4052,78.7246,148.313,148.874,506.699,127.104,0.918192,-0.485342,1.61614,-0.555706
p10953,8356.2,1.12986,61.1705,51.7536,113.39,100.358,359.403,151.466,-1.5294,-0.139439,-0.0509279,0.556924
p10954,7209.33,1.18357,50.9061,49.1034,108.69,91.8322,321.784,92.4125,-2.01618,-0.137225,-0.22269,0.452232
p10955,20884.5,1.51531,113.291,71.0176,202.738,133.793,582.91,92.8659,2.67829,0.622694,-2.41208,-1.03882
p10956,12876,1.12952,67.7607,65.7647,138.7,122.796,439.506,127.334,0.104687,-0.577507,-0.486099,0.0126352
p10957,11077.1,1.10797,59.6551,64.5279,130.328,117.628,417.32,152.546,-0.527605,-0.441261,0.0641479,-0.701512
p10958,12059.7,1.09612,69.6225,65.978,136.73,124.74,427.755,126.204,-0.200339,-0.681548,0.325841,-0.139674
p10959,11098.9,1.23791,68.382,53.9035,141.235,114.091,408.922,92.0381,-0.372541,0.721326,0.104846,0.42739
p1096,15169,1.32694,64.3487,86.4939,166.217,125.264,466.025,78.451,0.936977,0.0247743,-1.17524,0.189348
p10960,12514.6,1.15525,69.3656,63.7502,142.991,123.774,439.007,105.954,-0.00535713,-0.37536,-0.215178,-0.117173
p10961,15095.6,1.11019,67.6629,78.04,153.653,138.403,484.587,104.753,0.830882,-0.372292,-0.0643005,0.136799
p10962,6367.71,1.32689,58.0255,45.9613,116.17,87.5503,363.592,107.607,-2.30169,1.80789,-0.53763,0.712331
p10963,15526.2,1.11099,76.4016,67.1635,148.974,134.091,459.285,84.5494,0.913473,-0.931529,-0.195809,0.0359698
p10964,17078.5,1.41636,76.9033,76.2973,177.191,125.103,492.51,77.7864,1.52605,0.26118,-1.67535,-0.74765
p10965,12592.6,1.27547,80.9997,64.0011,153.635,120.454,442.341,115.21,0.101118,0.213499,-0.469991,-0.579514
p10966,11339.8,1.05585,66.2233,65.57,128.179,121.399,414.443,95.5366,-0.448598,-0.844347,0.337264,-0.437452
p10967,13398.4,1.28976,67.0721,75.831,159.929,123.999,455.126,94.0986,0.412906,0.530963,-0.437886,0.0341678
p10968,12942.8,1.10091,70.7008,65.2829,139.389,126.612,439.42,118.696,0.114437,-0.651742,0.191366,0.291991
p10969,13577.4,1.0036,71.4058,68.622,138.53,138.034,450.724,109.539,0.309246,-0.770659,1.01973,-0.5778
p1097,14176,1.2577,61.1245,78.1179,157.853,125.51,465.459,87.8301,0.630126,0.221449,-0.648157,-0.0464956
p10970,11923.6,1.29082,73.8914,56.2604,144.683,112.086,423.103,101.717,-0.11488,0.360588,-0.606288,0.582111
p10971,15935.9,1.08799,76.047,66.5558,152.933,140.565,489.77,103.031,1.07549,-0.61985,0.146263,-0.391876
p10972,9653.74,1.24352,69.3542,56.4683,132.724,106.732,393.868,160.296,-0.926185,0.719998,-0.0639549,0.813607
p10973,15056.3,1.28282,69.5512,83.4879,163.136,127.169,476.506,108.052,0.892784,0.511642,-0.439052,-0.495712
p10974,14201.8,1.10321,77.5466,67.5252,152.666,138.383,484.883,136.039,0.441559,0.00677913,1.60405,-1.46862
p10975,15865.8,1.0218,74.6097,73.0349,145.36,142.259,475.578,122.988,0.951128,-1.37812,0.654349,-0.805768
p1098,15482.4,1.1695,84.5503,71.8207,154.258,131.9,502.133,128.931,0.985107,0.273749,0.658304,-0.0838761
p1099,14457.5,1.31783,75.7298,65.0214,159.719,121.199,456.83,87.2146,0.739242,0.451215,-0.695947,-0.0316086
p11,11432.9,1.10196,65.831,60.4255,129.919,117.898,412.404,153.615,-0.391188,-0.691591,-0.27907,0.00796677
p110,16132.2,1.16237,77.3696,73.8397,161.275,138.746,487.396,125.958,1.13744,-0.568066,-0.662386,-0.0644051
p1100,18563.7,1.26543,84.7994,94.8227,183.234,144.8,543.494,100.626,1.94509,0.138177,-0.986628,-1.63742
p1101,12597.2,1.10476,71.0384,75.4486,149.681,135.487,498.641,95.9818,0.0550271,1.12098,1.90842,-1.03958
p1102,8615.62,1.22608,54.6594,57.7333,119.128,97.1618,369.809,123.133,-1.3882,0.045232,-0.772993,0.301024
p1103,13827.6,1.27864,60.3807,80.409,158.406,123.886,474.591,104.539,0.588197,1.01371,0.008235,0.614927
p1104,10206.6,1.05491,55.6218,60.6156,122.334,115.967,385.879,102.583,-0.850041,-0.633533,0.219781,0.192185
p1105,15789.3,1.27035,75.6017,71.0413,177.73,139.906,511.473,96.9252,1.23113,0.808509,0.443699,0.802104
p1106,5654.87,1.25008,41.6851,52.4422,103.515,82.807,330.922,155.671,-2.68978,1.69376,0.417208,-1.16537
p1107,11742.7,1.24215,59.6,65.3528,140.468,113.085,409.92,108.64,-0.235192,-0.107,-0.666057,-0.145391
p1108,9900.18,1.14806,55.6136,60.7734,127.364,110.938,387.916,100.248,-0.928059,-0.34773,-0.371771,0.191383
p1109,10598.9,1.01495,62.6352,63.1912,122.139,120.34,398.226,119.296,-0.719752,-0.86933,0.361862,0.450126
p111,15206.3,1.16862,64.0415,80.0434,159.431,136.427,470.214,92.5435,0.890865,-0.297451,-0.122709,0.433559
p1110,9952.42,1.23418,63.1207,52.9286,129.875,105.232,384.601,81.9446,-0.895395,-0.0795432,-0.551795,-0.34869
p1111,10603.5,1.33336,71.9895,53.9064,163.656,122.739,622.478,188.074,-0.876888,3.31178,0.917717,-3.62966
p1112,14610,1.0923,74.052,75.3561,145.003,132.749,459.922,95.6669,0.650992,-0.592125,0.0691617,-0.281552
p1113,9482.42,1.17748,51.8114,61.0532,122.706,104.211,371.952,110.801,-1.07989,-0.165455,-0.355952,-0.865162
p1114,16509,1.19588,90.4364,85.6376,180.841,151.219,574.853,90.3953,1.32528,0.560637,1.65182,2.35424
p1115,10615.2,1.10025,58.8462,65.3091,127.625,115.996,390.636,78.9089,-0.653427,-0.190766,0.187199,0.115747
p1116,5286.56,1.03994,46.988,45.4695,87.023,83.6808,301.562,157.499,-2.92742,0.0424349,-0.070485,-0.128552
p1117,10153.8,1.2305,73.8814,60.1374,135.446,110.074,435.566,127.147,-0.807762,0.413333,-0.620143,-1.31145
p1118,12190.1,1.31802,72.9907,56.672,150.423,114.127,456.745,122.76,-0.0329343,1.2574,0.369142,-0.563674
p1119,9596.67,1.3405,51.4599,61.4231,132.769,99.0444,378.732,113.188,-0.972465,0.353081,-1.00224,-0.502831
p112,15425.1,1.58144,82.7637,86.4142,196.23,124.083,644.923,165.656,1.20598,2.17314,-2.13004,0.922701
p1120,8691.85,1.23084,63.5828,48.052,124.757,101.359,403.891,289.651,-1.33107,1.0648,0.575476,-0.901899
p1121,10883,1.16566,66.3418,58.0379,130.132,111.638,405.891,130.987,-0.578847,-0.430481,-0.531313,-0.0598501
p1122,14257.3,1.38646,84.0176,77.8068,172.186,124.191,516.125,129.685,0.881325,1.66438,-1.01105,0.267784
p1123,18323.1,1.40625,68.6773,99.461,190.656,135.578,553.911,112.975,1.84931,0.493551,-1.46127,-2.13904
p1124,13288.6,1.15981,61.4816,70.9432,141.548,122.044,444.551,111.04,0.227372,-0.683553,-0.386058,0.100604
p1125,11955.7,1.17169,64.1898,68.6215,136.335,116.358,417.756,124.145,-0.194284,-0.425629,-0.325451,0.0734651
p1126,10161.1,1.11874,56.4634,63.9636,124.572,111.35,384.009,128.404,-0.839907,-0.376534,-0.161804,0.239524
p1127,10102.2,0.965266,52.2533,65.5706,122.896,127.319,422.51,89.1358,-0.945129,-0.248825,1.08692,-0.212344
p1128,13666.8,1.22572,76.4851,71.313,154.541,126.082,452.898,87.7092,0.433984,0.149508,0.0760421,-0.988537
p1129,11368.5,1.16089,67.1042,61.9774,129.378,111.448,409.477,139.649,-0.394104,-0.343415,-0.3019,-0.402824
p113,8704.53,0.990165,63.974,58.0666,119.815,121.005,438.763,125.165,-1.41955,0.581494,2.5852,-1.22512
p1130,13930.8,1.07935,78.3912,69.5107,147.097,136.283,461.421,101.79,0.476152,-0.487369,0.0618323,0.112942
p1131,11203.5,1.04634,68.9531,61.5186,125.857,120.283,426.023,103.766,-0.517599,-0.792766,0.437775,-0.065565
p1132,12119.8,1.38998,68.2123,81.0856,163.558,117.67,535.403,115.564,0.0681927,2.73816,-0.779413,1.50181
p1133,13151.9,1.22335,68.3182,68.9984,143.025,116.912,437.193,111.842,0.235562,-0.0861532,-0.515204,-0.953363
p1134,10625.6,1.44136,57.4903,83.6074,163.385,113.355,537.912,156.199,-0.375113,3.01671,-0.257827,0.285082
p1135,6048.02,1.17004,52.1563,56.1349,101.672,86.8963,330.192,138.91,-2.54965,1.32884,1.10492,-1.09512
p1136,11603.2,1.03075,65.483,63.6885,124.681,120.962,403.82,97.9158,-0.379767,-1.03397,0.226674,0.15486
p1137,12459.7,1.32225,74.5218,55.6671,151.376,114.484,426.622,82.271,0.0922357,0.385417,-1.2866,-0.571083
p1138,15230.3,1.17695,81.8858,82.4987,156.183,132.702,529.191,96.3646,0.919823,1.18005,1.94608,-0.111971
p1139,9584.78,1.21856,56.0379,63.5181,123.386,101.255,384.066,143.549,-1.00624,0.16871,-0.45692,-0.623524
p114,11515.9,1.54914,56.6495,83.3471,163.945,105.829,467.123,107.711,0.0195608,2.37033,-1.09082,0.658988
p1140,13659.2,1.23242,78.4065,59.0757,152.818,123.998,452.71,105.801,0.439607,-0.0943411,-0.718933,1.11788
p1141,10994.6,1.0526,62.8311,62.4817,127.406,121.04,405.199,89.148,-0.542965,-0.295512,0.536261,0.000134091
p1142,16748.1,1.29269,69.3565,82.8592,171.194,132.432,516.172,98.8122,1.39135,0.5129,-0.947144,-0.28804
p1143,19029.3,1.02604,82.8884,96.0538,170.703,166.371,620.328,130.424,1.88127,0.194885,2.10722,-1.91442
p1144,12123.7,1.31268,81.4708,70.023,162.053,123.452,596.594,120.064,-0.212432,3.54652,1.8476,4.44197
p1145,9092.14,1.10108,59.3662,54.2125,117.638,106.839,363.239,137.781,-1.24671,-0.374069,-0.158104,0.0753843
p1146,15025.8,1.04075,69.6806,73.9094,146.367,140.636,465.451,97.8825,0.744943,-0.950157,0.833782,0.107837
p1147,8747.59,1.42926,56.0339,70.406,137.378,96.1185,436.058,124.27,-1.5234,2.59363,1.65167,-2.22162
p1148,7574.99,1.59289,64.8183,50.0046,135.371,84.9845,400.729,140.568,-1.53343,2.29437,-0.961171,-0.582479
p1149,13357.3,1.13377,71.3605,65.8031,144.474,127.428,447.007,86.4088,0.244611,-0.272989,0.363065,-1.18613
p115,11694.7,1.11584,68.9111,65.2758,132.668,118.895,416.215,135.203,-0.282556,-0.431289,-0.320779,0.142761
p1150,16073.5,1.05246,74.4184,73.2364,150.425,142.928,488.869,83.0581,1.04773,-1.21733,0.0732397,0.333844
p1151,15215.2,1.08866,80.259,73.4743,149.676,137.487,483.978,96.3094,0.824744,-0.697236,0.550113,0.456829
p1152,10578.8,1.17221,62.3996,69.7342,135.114,115.264,434.891,94.84,-0.776157,1.75089,2.23705,-1.64062
p1153,10230.7,1.16546,63.2855,53.8703,127.689,109.561,384.402,94.2697,-0.786232,-0.251162,-0.483074,0.494651
p1154,12832.1,1.20129,67.1296,85.9032,183.369,152.644,580.32,135.279,0.438854,0.275502,0.330841,2.24468
p1155,13176.8,1.07468,63.9284,68.6432,137.093,127.566,429.286,116.653,0.168577,-0.800139,0.181604,0.0636357
p1156,10274.1,1.23552,62.4331,60.6399,131.065,106.081,402.03,129.717,-0.765718,0.220804,-0.12689,0.520244
p1157,15889.6,1.14073,82.0323,79.2887,160.243,140.474,558.41,120.23,0.91606,0.644282,1.90082,-0.360895
p1158,12006.9,1.14787,65.2177,64.5375,135.479,118.027,422.564,146.062,-0.196055,-0.390575,-0.0983293,-0.921122
p1159,13663.8,1.21048,60.8511,72.8484,145.954,120.575,438.829,110.55,0.402408,-0.274125,-0.655561,0.152917
p116,10030.1,1.15139,69.8612,48.5057,135.166,117.394,489.668,131.698,-1.00651,1.69414,2.5315,1.30329
p1160,8956.47,1.08206,57.2627,58.2138,113.528,104.919,376.03,128.178,-1.33666,-0.420193,0.420915,0.511936
p1161,14624,1.11247,77.7027,67.3774,150.524,135.306,487.505,109.16,0.667632,-0.0775632,0.494913,-0.0299422
p1162,12827.2,1.32576,57.3496,75.2497,149.959,113.112,428.772,92.3604,0.19152,0.276043,-1.20291,-0.185766
p1163,12217.6,1.11078,61.2144,70.2741,133.39,120.087,423.048,147.863,-0.120846,-0.596142,-0.319241,-0.227693
p1164,16779.8,1.22476,72.8101,78.6548,166.291,135.775,496.357,89.1362,1.34472,-0.334472,-0.147895,-0.514388
p1165,10293.6,1.0479,58.5126,56.3653,120.348,114.847,390.23,119.117,-0.822927,-0.738692,0.227764,0.401377
p1166,14782.7,1.10265,71.4552,70.2066,146.365,132.74,452.584,114.142,0.682961,-0.867683,-0.13597,-0.242912
p1167,15859.9,1.10982,75.9045,73.9163,151.09,136.14,495.463,136.163,0.993452,-0.285983,1.15202,-0.0323541
p1168,16514.5,1.24328,98.7947,90.8013,214.26,172.334,774.479,208.34,1.51649,1.42746,0.221028,3.94723
p1169,17637.7,1.077,80.1415,79.439,159.05,147.679,506.031,117.367,1.51794,-1.0623,0.394572,0.376309
p117,14755.4,1.1163,72.6141,71.6841,146.606,131.332,450.437,94.0532,0.684733,-0.805758,-0.0734863,-0.318506
p1170,11393.9,1.10193,64.9285,59.0238,132.334,120.093,411.11,133.318,-0.406619,-0.611322,-0.0294949,0.541169
p1171,13649.1,1.29608,82.8849,60.9725,157.463,121.491,448.331,92.2668,0.470417,0.489536,-0.22598,0.785396
p1172,13215.3,1.05213,70.0721,74.2212,143.418,136.311,461.377,110.543,0.197163,-0.815436,-0.166689,-0.0418681
p1173,13639.2,1.27208,72.5475,59.6159,157.18,123.561,461.822,108.448,0.51589,0.505171,-0.327849,1.71584
p1174,14311.5,1.16252,73.6169,67.1936,149.93,128.97,462.202,110.916,0.570597,-0.59612,-0.432863,-0.58714
p1175,12970.7,1.13042,76.1247,67.2333,143.418,126.872,438.934,111.62,0.163056,-0.421971,0.281122,1.0605
p1176,11782.8,0.999153,64.744,65.482,133.014,133.127,478.178,185.53,-0.247875,-0.216896,1.32158,0.611407
p1177,10436.5,1.17187,61.0959,65.156,133.756,114.139,414.641,117.885,-0.697289,-0.116086,-0.651518,0.269034
p1178,16642.8,1.22603,82.7688,64.6411,168.182,137.176,506.61,110.892,1.35104,-0.0953722,-0.619741,1.18666
p1179,13762.2,1.14585,71.6226,68.2519,150.854,131.652,470.473,133.805,0.403224,-0.61451,-0.434768,0.3532
p118,15329.6,1.44306,88.4276,70.2456,179.495,124.384,479.991,74.9006,1.10574,0.952698,-1.45796,-0.657287
p1180,16521.3,1.34818,71.13,81.1224,168.826,125.225,484.536,95.3888,1.34878,0.177874,-1.54482,-0.204012
p1181,16015,1.25395,70.2236,78.1339,167.639,133.689,530.925,140.452,1.1438,0.355141,0.0389781,2.00948
p1182,11759.9,1.12385,78.3632,66.1116,144.735,128.785,449.321,123.219,-0.205561,0.25599,1.36741,0.520189
p1183,15445.4,1.31961,84.085,72.5732,172.208,130.499,561.634,106.183,0.969597,0.971051,-0.020373,1.36794
p1184,11870.1,1.21947,71.7902,83.4015,156.437,128.282,536.921,130.513,-0.1482,1.27556,0.154024,-0.607921
p1185,13036,1.12302,64.9413,70.7377,140.707,125.294,432.21,104.608,0.14567,-0.688132,-0.352348,-0.111635
p1186,13082.2,1.29949,79.4179,78.1836,166.556,128.171,545.774,145.413,0.202293,1.7777,1.69499,2.98085
p1187,11990.4,1.45468,66.5241,73.8842,155.785,107.093,451.68,107.71,0.0295281,1.80692,-0.939166,-1.12255
p1188,11904,1.38938,68.7611,68.8628,142.392,102.486,428.788,77.3982,-0.129877,0.382536,-1.14799,-0.212791
p1189,14363.5,1.03559,71.2274,69.8248,145.797,140.786,464.82,124.135,0.521895,-1.23029,0.337053,0.175684
p119,10373.4,1.05256,59.3425,61.7324,121.161,115.111,392.626,95.262,-0.789144,-0.55292,0.541265,0.34544
p1190,12443.5,1.12881,60.3073,78.2769,154.863,137.191,547.932,131.142,-0.138501,2.82564,3.61318,2.30716
p1191,11480.7,1.15064,59.5143,68.0647,134.435,116.835,412.614,128.187,-0.371093,-0.609685,-0.36578,0.455319
p1192,10742.2,1.33938,54.1332,73.1272,142.093,106.088,428.684,153.447,-0.594767,0.114364,-1.06396,-1.10155
p1193,11295.1,1.5958,50.2916,75.1322,156.001,97.7572,413.258,86.0216,-0.1658,1.29398,-2.15964,-0.261941
p1194,17537,1.36264,76.6549,86.429,177.66,130.38,517.134,101.566,1.69486,0.568864,-0.951636,-0.233533
p1195,10593.4,1.02214,62.1581,62.0725,123.114,120.447,402.658,171.827,-0.727599,-0.852407,0.389187,-0.201406
p1196,8339.26,1.64169,50.8872,71.3231,147.376,89.7709,426.362,129.366,-1.37372,2.46314,-0.507358,-1.51998
p1197,16864.6,1.07564,85.6782,74.9312,152.902,142.15,494.362,117.059,1.29835,-0.8661,0.371097,-0.196206
p1198,11134.4,1.19188,63.9083,71.4894,138.297,116.032,407.382,93.5722,-0.409981,0.141124,-0.398017,0.323461
p1199,14907.9,1.08394,69.7674,81.2631,153.953,142.031,483.824,106.954,0.722754,-0.846755,0.188049,-0.881458
p12,12708.1,1.07992,68.2613,66.0708,140.486,130.09,458.055,128.71,-0.00270635,-0.823304,0.390961,-0.50546
p120,12611.2,1.01875,65.3154,80.5181,138.198,135.654,467.588,189.973,0.0718705,-0.265834,1.26435,1.8915
p1200,14452.2,1.14475,77.0482,68.2504,148.766,129.955,468.774,108.209,0.637587,-0.309215,-0.0860518,-0.464137
p1201,11239.8,1.22539,59.7239,64.4385,138.001,112.618,416.772,110.597,-0.423661,-0.276011,-0.562092,0.122524
p1202,13689.3,1.21132,71.3996,68.5442,151.371,124.963,455.483,106.268,0.42043,0.0369988,-0.208439,-0.285651
p1203,12068.1,1.04221,65.5888,60.0667,129.864,124.605,416.964,100.388,-0.201735,-0.963828,0.00364389,0.176185
p1204,13814.8,1.19403,65.8745,87.2821,178.867,149.802,611.709,296.897,0.486115,3.85037,3.52519,0.811155
p1205,14761.3,1.3452,71.189,97.5401,186.247,138.453,608.635,112.707,1.20956,1.87473,-0.488452,1.67671
p1206,13936.2,1.1945,82.1164,64.7355,151.115,126.509,453.378,102.515,0.518241,-0.0143867,-0.14103,-0.695497
p1207,6438.15,1.00866,48.0227,48.6436,92.4552,91.6617,319.347,150.757,-2.3865,-0.285211,0.0525135,0.21685
p1208,17297.8,1.2991,95.2139,82.7235,188.075,144.773,625.805,82.5971,1.47888,0.609202,0.287876,3.96246
p1209,9661.13,1.22718,62.0674,61.8326,124.332,101.315,391.929,137.153,-0.96284,0.165487,-0.545588,0.635342
p121,11722.9,1.0398,65.2769,67.7767,134.441,129.294,484.655,112.574,-0.330699,1.83474,2.83292,-2.15706
p1210,12844.2,1.38978,81.4617,58.1564,159.004,114.41,437.697,101.595,0.265483,0.796798,-0.795885,0.20689
p1211,13464.6,1.06691,68.9781,65.6324,139.401,130.659,437.247,86.1045,0.264368,-0.757536,0.578341,-0.407209
p1212,11900.8,1.15857,65.7965,65.3046,133.99,115.652,422.175,109.231,-0.230648,-0.677727,-0.272518,0.0179733
p1213,11544,1.07329,63.7519,64.2315,128.546,119.768,413.498,93.1166,-0.35942,-0.583862,0.0464011,-0.194788
p1214,19561.8,1.01994,82.5502,71.1249,173.448,170.058,582.955,103.595,2.08353,-0.646373,1.01173,-0.539807
p1215,14230.4,1.25616,71.24,66.7773,155.48,123.774,512.614,113.375,0.517654,1.36834,1.55733,1.20675
p1216,18400.1,1.5139,83.5525,81.195,188.829,124.73,531.127,93.5429,1.98777,0.916336,-1.88241,-0.939432
p1217,9855.47,1.10788,58.963,62.078,120.456,108.727,389.631,89.947,-0.941017,-0.307383,-0.137417,0.271748
p1218,15511.8,1.18226,66.6832,80.1144,156.494,132.369,484.042,166.016,0.935645,-0.562163,-0.456626,0.126766
p1219,18984.9,1.29046,104.824,80.4488,199.897,154.904,638.544,191.211,1.93238,1.15015,2.34866,2.91073
p122,16586.1,1.36029,80.6931,87.0124,170.155,125.088,498.048,73.0214,1.3723,0.30466,-0.875459,0.894628
p1220,9354.11,1.17139,62.0437,63.7962,124.054,105.903,413.632,106.121,-1.1739,0.466517,0.408962,-0.61501
p1221,15749.7,1.35686,63.5977,90.7178,171.07,126.078,486.962,111.057,1.15595,0.571299,-1.14419,-0.373691
p1222,9224.62,1.39952,44.467,72.662,136.154,97.2863,429.874,112.246,-1.32251,2.08113,1.01057,-3.04764
p1223,11453.4,1.30067,71.4768,55.9374,145.235,111.661,423.599,138.126,-0.281811,0.229943,-0.742258,0.0378121
p1224,11853.1,1.1699,62.9467,62.4869,135.372,115.713,410.057,81.5985,-0.216026,-0.268499,-0.379041,-0.339332
p1225,15844.5,1.13708,77.508,80.6928,162.973,143.326,488.971,96.9234,1.05945,-0.771404,-0.504569,0.844939
p1226,18321.9,1.03594,77.9998,90.8483,175.933,169.83,607.987,119.745,1.72219,0.0325071,2.29074,-5.53912
p1227,9063.27,1.14901,52.7684,57.8174,116.753,101.612,363.821,116.375,-1.25552,-0.309346,-0.21807,-0.181494
p1228,17068.5,1.26595,88.9723,70.4035,172.567,136.315,486.437,73.6042,1.46013,-0.199696,-1.07697,-0.157063
p1229,9333.79,1.05344,59.4962,60.7174,114.09,108.302,379.107,153.469,-1.17616,-0.637297,-0.0353629,-0.332038
p123,9496.75,1.18848,56.6651,65.2937,125.456,105.559,406.83,128.365,-1.15357,0.190173,0.872235,-0.51695
p1230,14781.3,1.13973,65.6881,74.2737,154.814,135.834,459.127,108.939,0.727387,-0.550428,-0.159539,-0.932221
p1231,9863.99,1.09328,63.3219,57.0054,122.243,111.813,396.498,132.15,-0.987871,-0.33575,-0.0209941,-0.486449
p1232,14606.9,1.04574,70.759,72.9477,144.084,137.781,453.893,123.281,0.594411,-1.22348,0.216442,-0.439333
p1233,11617.9,1.10134,68.2838,64.4647,128.934,117.071,416.395,114.309,-0.3364,-0.789104,0.0459505,0.169598
p1234,14207.8,1.01431,74.1348,68.5991,138.287,136.336,457.389,117.851,0.500774,-0.9882,0.415706,0.592128
p1235,13016.4,1.25781,68.1316,70.1226,147.497,117.265,438.047,114.709,0.2133,-0.0554218,-0.672894,-0.363716
p1236,8428,2.09264,61.9859,67.5853,151.762,72.5217,399.691,114.653,-1.03427,2.46629,-3.35984,0.206969
p1237,14319.5,1.15966,67.4765,73.3666,148.674,128.204,464.462,125.783,0.576666,-0.507613,-0.386973,0.231409
p1238,11009,1.02318,60.7858,64.2497,124.457,121.638,410.476,112.609,-0.571999,-0.6506,1.06313,1.55649
p1239,16747.1,1.7425,95.0062,62.8149,197.515,113.352,504.129,84.0985,1.66312,1.73355,-2.67233,-0.923433
p124,12280,1.08464,63.3744,61.1204,134.827,124.305,433.264,150.79,-0.136468,-0.879284,0.0961985,-0.104955
p1240,9439.91,1.15164,59.4084,59.138,126.048,109.451,457.714,120.838,-1.32704,0.813777,0.951496,3.33725
p1241,11626.5,1.03547,63.7814,64.2134,125.587,121.286,399.6,94.1995,-0.374184,-1.07316,0.153614,0.0428439
p1242,16593.9,1.02498,78.6568,82.4198,155.203,151.42,531.074,143.683,1.23716,-0.680021,0.673331,-1.49375
p1243,13006.8,1.0862,72.9676,69.9517,136.472,125.642,440.137,108.175,0.114775,-0.931253,0.11395,-0.309675
p1244,10651.7,1.13483,59.0106,70.3,132.693,116.928,404.426,96.0092,-0.643913,-0.133152,0.224391,-0.0661753
p1245,16036.3,1.13004,75.7279,68.9691,157.68,139.535,544.825,123.477,1.01316,0.0301777,1.23776,1.22277
p1246,11721.7,1.1285,60.5458,68.8615,134.543,119.223,408.818,103.593,-0.293356,-0.657719,-0.063419,0.240294
p1247,9890.03,1.17644,55.2633,63.4478,127.163,108.091,397.247,143.668,-0.909401,0.12331,0.162189,0.269895
